Label,Content,,,,,,,,,,,,
spam,Anyone Who LOVEs music , please go check out my youtube page and tell me  what you think . I just put a video up and will be doing more song. I'm  just trying to get myself started. Any love is much Appreciated ﻿,,,,,,,,,,,
ham,Is that tiger called 'Katty Purry'?﻿,,,,,,,,,,,,
ham,blue eyes, can't be trusted.  uranus bless america.﻿,,,,,,,,,,,
spam,Rap from Belarus, check my channel:)﻿,,,,,,,,,,,
spam,follow me on twitter: freyacumqueen﻿,,,,,,,,,,,,
ham,Katy Perry - Roar (Official): http://youtu.be/CevxZvSJLk8﻿,,,,,,,,,,,,
ham,C'mon Katy you are so close to 14,0,000 subscribers...come up with  another hit like this and it will happen﻿,,,,,,,,,,
spam,VOTE FOR KATY FOR THE EMAs! #KATYCATS  http://tv.mtvema.com/artists/katy-perry/i38xh1﻿,,,,,,,,,,,,
ham,My honest opinion. It's a very mediocre song. Nothing unique or special  about her music, lyrics or voice. Nothing memorable like Billie Jean or  Beat It. Before her millions of fans reply with hate comments," i know this  is a democracy and people are free to see what they want. But then don't I  have the right to express my opinion? Please don't reply with dumb comments  lie ""if you don't like it don't watch it"". I just came here to see what's  the buzz about(661 million views??) and didn't like what i saw. OK?﻿",,,,,,,,,,
spam,Visit my channel﻿,,,,,,,,,,,,
ham,Wow she is sexy XD﻿,,,,,,,,,,,,
spam,If you looking for new music to listen to check out cece song called  dead2me on iTunes music video out now right here on youtube.﻿,,,,,,,,,,,,
ham,Katy has a voice of an Angel﻿,,,,,,,,,,,,
spam,Hey guys, I was working last night on this project, it's a music streamer  like spotify, but it allows you to download the files to listen to when  you're offline. Opening it as a free beta, feel free to try it out :) download: https://mega.co.nz/#!ehVjzKyA!5bGKg2iWPHZOHWAEUesrWnegqG_lABcO7Rw9WFX8hAo﻿,,,,,,,,
spam,Man she is hot in this one, male companions visit my profile to check out  the coolest sextoy ever made!﻿,,,,,,,,,,,
spam,Like my page please...  https://m.facebook.com/Dreaddis?ref=m_notif¬if_t=fbpage_fan_invite&amp;actorid=1442646731  ﻿,,,,,,,,,,,,
ham,This video is so racist!!! There are only animals.﻿,,,,,,,,,,,,
ham,Man she is BEAUTIFUL!﻿,,,,,,,,,,,,
spam,want to win borderlands the pre-sequel? check my channel :)﻿,,,,,,,,,,,,
spam,Hi! I would appreciate it if you all could help to like this poster on  Facebook:  https://www.facebook.com/nyghdramafest2014/photos/a.333608120156973.1073741830.327568907427561/333607726823679/?type=3&amp;theater ﻿,,,,,,,,,,,,
spam,Plz help me getting 1.000 Subscribers tonight/today.  Thanks to all who sub me :)﻿,,,,,,,,,,,,
ham,Yesterday this video have 1 million likes and now it has 2 million﻿,,,,,,,,,,,,
ham,why tiger succumbs to a beautiful girl ?.probably male tiger.....????   ha.ha.ha..﻿,,,,,,,,,,,,
ham,Best song ever ﻿,,,,,,,,,,,,
spam,Thank you KatyPerryVevo for your instagram likes @axeljonssons﻿,,,,,,,,,,,,
spam,Please Subscribe In My Channel →﻿,,,,,,,,,,,,
ham,She is good. Does she make any more music? If she doesn't, she should!﻿,,,,,,,,,,,
ham,I LOVE YOU KATTY PERRY &lt;3 ﻿,,,,,,,,,,,,
ham,HONESTLY, I WANNA SEE YOU BE BRAVE! oh wait...﻿,,,,,,,,,,,
ham,;-)﻿,,,,,,,,,,,,
ham,this video is great .....!!! I love this........and like much katy perry﻿,,,,,,,,,,,,
ham,Good thing she brought her spray-on tan, hairstylist, makeup artist, and  cameraman.﻿,,,,,,,,,
ham,666,2,018 views! 666 million. 666! Katy Perry illuminati confirmed!!!﻿,,,,,,,,,,
spam,I make guitar covers, please have a look at my channel﻿,,,,,,,,,,,
ham,It should be illegal to be this goodlooking as this babe is...﻿,,,,,,,,,,,,
ham,katy is mine the girl of my dreams ♥﻿,,,,,,,,,,,,
ham,I love this song﻿,,,,,,,,,,,,
ham,She is fit﻿,,,,,,,,,,,,
ham,I love the song roar it make me think am fill the way﻿,,,,,,,,,,,,
ham,How do you forget you have a choice, and what the fuck, surviving a plane  crash has a 1/1000 chance of happening.﻿,,,,,,,,,,
ham,she is a fool. this is a foolish video. the lyrics are all about her and  how great she is. she is arrogant, obviously. but the thing is that there  are a lot of idiots.. look how many hits this garnered. the young stupid  girls who listen to her are numbering in the millions i guess. this video  is a piece of trash. why would anyone ever like it or listen to it? because  these stupid little girls have idiots for fathers and mothers.. and so they  are going to turn into idiots also.. just like this stupid singer. ﻿,,,,,,,,,,,
spam,:: ATTENTION : WE NEED 10 Million Views More for FIREWORK to Reach 500M .. We have only 1 and half day left for katy's birtgday. Listen How it could be possible?? &gt;&gt;JUST Open different Tabs from Different Browser &gt;&gt;Dont Watch Full Video, Remember We dont have time on hand, Its Time Wasting. View it only for 30 sec. Plz thumbs up and share﻿,,,,,,,,,,
spam,(( rapid facebook )) the free version of all colors and is characterized by  fast and beauty download now https://play.google.com/store/apps/details?id=com.rapid.facebook.magicdroid﻿,,,,,,,,,,,,
spam,Hey Katycats! We are releasing a movie at midnight UK time to celebrate  katy's 30th birthday! Be sure to subscribe to our channel and watch the  movie!﻿,,,,,,,,,,,,
ham,"I just realized that this verses in this song have the exact same melody as  the verses in ""Hey Ho"" by the Lumineers.﻿",,,,,,,,,,,,
ham,:-D ♪♪♪ This is my favorite song ♥﻿,,,,,,,,,,,,
ham,this song never get's old &lt;3 ﻿,,,,,,,,,,,,
spam,HAPPY BIRTHDAY KATY :) http://giphy.com/gifs/birthday-flowers-happy-gw3JY2uqiaXKaQXS/fullscreen  (That´s not me)﻿,,,,,,,,,,,,
spam,Hey ! I know most people don't like these kind of comments &amp; see at spam,  but I see as free advertising . So please check out my cover of Sparks Fly  by Taylor Swift ! It is not the best ever I know, but maybe with some  encouraging words of wisdom from many of you I can become better! Please go  to my channel and check it out !﻿,,,,,,,,,,
spam,Www.youniqueproducts.com/joannagordon Younique by Joanna Gordon www.youniqueproducts.com﻿,,,,,,,,,,,,
ham,I like you . Katy Perry 600▲60▲6▲﻿,,,,,,,,,,,,
ham,Glad to know im not the only one who knows its katheryn's birthday today :)  happy birthday katy...and my sister. (they seriously have the same  birthday...)﻿,,,,,,,,,,,,
ham,Katy Perry can't sing for shit. All i hear it autotune.﻿,,,,,,,,,,,,
ham,I fucking hate her. Why? Because she don't write her songs she got  producers for that. Second why tha fack is she in every song almost nude  mayby because she's an attention hooker.﻿,,,,,,,,,,,,
spam,Also LuckyMusiqLive she probably could help u make it big because I think u  have talent. Just look her name up on the internet. Hit me up when u get  this message﻿,,,,,,,,,,,,
spam,Check out my drum cover of E.T. here! thanks -&gt;   /watch?v=NO9pOVZ9OIQ&amp;list=UUltuCDIHsDeI01by1OW7WuQ﻿,,,,,,,,,,,,
ham,Put famous people in the jungle for an hour and look what happens.﻿,,,,,,,,,,,,
ham,She kinda let herself go, huh?﻿,,,,,,,,,,,
ham,we all love you Katy Perry &lt;3﻿,,,,,,,,,,,,
spam,Sign up for free on TSU and start making money on social media add/follow  me and ill add follow you!! http://tsu.co/Roberts9010﻿,,,,,,,,,,,,
ham,Love it when I can relate to my daughter's music. :-) Katy Perry - Roar  (Official): http://youtu.be/CevxZvSJLk8﻿,,,,,,,,,,,,
spam,Subscribe me and i subscribe you back!!﻿,,,,,,,,,,,,
ham,Katy Perry - Roar (Official)  #soundsofsunday   #music  ﻿,,,,,,,,,,,,
ham,When I hear Katy singing this, I cry. The song has got depth.﻿,,,,,,,,,,,
ham,Love it﻿,,,,,,,,,,,,
ham,People who believe in Illuminati are stupid the same people believe that  911 was made by the American government﻿,,,,,,,,,,,,
spam,plz subscribe to my channel i need subs and if you do i will sub back i  need help﻿,,,,,,,,,,,,
spam,please look up DHG SONGS this is my playlist with a bunch of amazing songs ﻿,,,,,,,,,,,,
spam,Hey! I'm NERDY PEACH and I'm a new youtuber and it would mean THE ABSOLUTE  world to me if you could check 'em out! &lt;3  Hope you like them! =D﻿,,,,,,,,,,,,
ham,00 : 39 Im pretty sure that tiger just wanted a hug﻿,,,,,,,,,,,,
spam,http://vimeo.com/106865403﻿,,,,,,,,,,,,
spam,this song gives me strength! love her lyrics. this video really brings the  lyrics to life. I'm getting known fast because i rap with meaning.. thumbs  up if you piss next to the water in the toilet so its quiet...﻿,,,,,,,,,,,,
spam,http://minhateca.com.br/mauro-sp2013/Filmes+Series+Desenhos+Animes+Mp3+etc﻿,,,,,,,,,,,,
spam,https://www.facebook.com/antrobofficial﻿,,,,,,,,,,,,
ham,i love you katy perry because you will sing nice than shakira﻿,,,,,,,,,,,,
spam,http://hackfbaccountlive.com/?ref=4344749﻿,,,,,,,,,,,,
spam, Facebook account HACK!! http://hackfbaccountlive.com/?ref=4477063﻿,,,,,,,,,,,,
ham,I love katty perry﻿,,,,,,,,,,,,
spam,The Perry you're doing a good job good job I love all of their videos and  by the way can you please describe to my channel please please please  please I'm trying to get as many comments to Skyburst lights is a cancer  and get famous please﻿,,,,,,,,,,,,
spam,I did a cover if u want to check it out THANK U.....Michael Age 8﻿,,,,,,,,,,,,
spam,EVERYBODY PLEASE VOTE KATY AT EMA 2014 !!!!!  Best song  Best female Best pop Best live Best look  Best video  PLEASE VOTE KATY !!!!! PLEASE PLEASE PLEASE !!!!! VOTE VOTE VOTE !!!!! KATY KATY KATY !!!!!﻿,,,,,,,,,,,,
ham,Οh my god ... Roar is the most liked video at Vevo .. while 2 months ago  was Justin's Baby.. congrats Katy . Applause &lt;3 ﻿,,,,,,,,,,,,
spam,https://soundcloud.com/j-supt-fils-du-son/fucking-hostile﻿,,,,,,,,,,,,
spam,https://www.facebook.com/myfunnyriddles﻿,,,,,,,,,,,,
spam,Hi everyone! Do you like music? Then why not check out my music channel.  The LEXIS band will be uploading their own songs and covers soon so don't  miss out. Please SUBSCRIBE too as it does help us out a lot. Just takes one  click. -&gt;﻿,,,,,,,,,,,,
spam,https://www.facebook.com/photo.php?fbid=313454548839369&amp;set=a.207230212795137.1073741825.100005244783212&amp;type=1&amp;theater  1111111111111111111﻿,,,,,,,,,,,,
ham,I'd rather hear some propa explicit gangsta rap insted of this garbage.  This song is trash !﻿,,,,,,,,,,,,
ham,DAMNNNNNNNN, she is sexy O_O﻿,,,,,,,,,,,
spam,Such a good song ans Katy sounds great over the melody. Im growing as an  artist everyday from my hit song 'CRAZY' which has got my name out there.  cant thank my fans more for their support. If you could take a moment? to  check it and my music? maybe you'll join me to make my dream come true :)  thank you for your time﻿,,,,,,,,,,,,
ham,I LOVE YOU!!! Because u make me smile when im sad you cheer me up with your  beautiful songs (: &lt;3﻿,,,,,,,,,,,,
ham,This song is the most boring," asinine song I have ever heard. Coming from a  guy who liked ""Teenage Dream"" (the song). Ever since Katy Perry's divorce  it's wave after wave of shitty but successful songs... For those of you  saying ""This is the next wave of pop music"". Stick it up your ass. Katy  Perry is like Silly Putty. ﻿",,,,,,,,,,,
ham,Katy Perry - Roar (Official): http://youtu.be/CevxZvSJLk8. I love this song  and video Katy Perry Rocks Wahoo! 😀😘﻿,,,,,,,,,,,,
ham,And somehow she has access to makeup in the middle of the woods...﻿,,,,,,,,,,,,
ham,It looks so real and my daughter is a big fan and she likes a lot of your  songs.﻿,,,,,,,,,,,,
ham,I can't comprehend why this video has nearly 700,0,000 views. Some people  found 'Gangnam Style' funny so that explains its high view count but this  is just an awful pop song. I really have no clue on this one.﻿,,,,,,,,,,
ham,Lets be honest, you wouldn't last 1 day on your own in the jungle. Stop  living n a fairy world.﻿,,,,,,,,,,,
spam,me segue ha  https://www.facebook.com/marcos.sousa4?fref=ts﻿,,,,,,,,,,,,
ham,Nature is beautiful, no need to place tits in video to impress people.﻿,,,,,,,,,,,
ham,This is so stupid. If you Roared at a Lion in real life you'd dede﻿,,,,,,,,,,,,
ham,This song is so AWESOME!!!She made everything stand out and all the viewers  could imagine themselves at the setting of the video. Awesome Job Katy  Perry!!!!﻿,,,,,,,,,,,,
ham,Katy Perry - Roar (Official): http://youtu.be/CevxZvSJLk8﻿,,,,,,,,,,,,
ham,Katy Perry is lion﻿,,,,,,,,,,,,
spam,People, here is a new network like FB...you register also free, the  difference is only that you get paid for sharing, commenting and liking  posts and so one...don't waste your time on fb for sharing and not being  paid!! Register here to make also money with your everyday posts!!  https://www.tsu.co/slema13 Wellcome to everyone! ;)﻿,,,,,,,,,
ham,I've figured out why I dislike this song: it's supposed to be a power  ballad right? Something that's uplifting and motivating by the end.  However, the final chorus has NO extra UMPH at the end and actually sounds  just like the first one. Instead of crescendo-ing into a powerful finish,"  ""Roar"" just says on the same wavelength. It falls flat.﻿",,,,,,,,,,
ham,i like this song the video goes perfect with it﻿,,,,,,,,,,,,
ham,....because I AM a champion...and you're gonna hear me roar!   Today I AM my own champion  Today I AM a champion for the Creator  Today I AM doing positive in my world Today I AM blessing and healing all around me Today I AM successful and  creating success  ﻿,,,,,,,,,,,,
spam,"#nowplaying ""Weekendmix"" track 04 : Katy Perry - Roar (DJ Denis Shmelev &amp; DJ Alex Serov Remix) http://youtu.be/CevxZvSJLk8   Listen live at: www.smartfm.nl/livestream.html﻿",,,,,,,,,,,,
ham,Katy Perry's songs are the best of the songs of women artists.﻿,,,,,,,,,,,,
ham,i like this song because of all the animals and i like this song .﻿,,,,,,,,,,,,
spam,http://www.wattpad.com/story/26032883-she-can-love-you-good﻿,,,,,,,,,,,,
ham,I love this song so much!:-D I've heard it so much I pretty much memorized  the lyrics﻿,,,,,,,,,,,,
spam,Hey Guys, I know you tend to skip these comments, but Take a look first.  I am Free Fire, A Big Room, Progressive House, Deep House, Dubstep &amp;  Chillstep Producer from a small town in Missouri. Down here, I have no  support from the community, and all I really ask is some critiquing,  Support, and Views.   My Music has gotten much better then what it was 10 months ago, and I  promise my new content should be more then satisfying. Soon I should be  able to advertise and I wont pester you guys anymore.  So gimme a chance and check out my music, thanks and god bless.﻿
spam,For latest movies 2014 please visit this site  http://www.networkedblogs.com/p/11cPWb?ref=panorama﻿,,,,,,,,,,,,
spam,I love that you subscribed﻿,,,,,,,,,,,,
spam,https://www.tsu.co/ToMeks Go register ;) free money;)﻿,,,,,,,,,,,,
ham,great song, but we all know that Katy buys her views..﻿,,,,,,,,,,,
spam,check out mah girl it duh shit yo﻿,,,,,,,,,,,,
spam,Check out this video on YouTube:Facebook lhudygirlamaya ﻿,,,,,,,,,,,,
spam,Hey yall its the real Kevin Hart, shout out to my fans!!! follow me +RealKevinHeart ﻿,,,,,,,,,,,
spam,Check out my acoustic channel ﻿,,,,,,,,,,,,
spam,♫I know someone will see this ♥ I have a dream… I don’t have the greatest videos or the best quality Right now I feel like i'm not getting anywhere and I need your help ♫ If you could possibly watch my videos it means the world to me ♥ Please thumbs this up so others can see… I appreciate it so much ♥♫ Please listen before you hate. Honestly i  appreciate it so much  You don’t have to love me just give this 17 year old a chance﻿,,,,,,,,,,,,
spam,https://apps.facebook.com/my-polls/utsitcompetition2014?from=user_link&amp;ref_id=ouxg5e .  Please open this link and vote for  anand niketan international school, the  project name is project Fr-e-dom and share it with  yours friend.﻿,,,,,,,,,,,
ham,I hate videos like these with those poor animals.﻿,,,,,,,,,,,,
ham,Hii youtube﻿,,,,,,,,,,,,
ham,nice ..very nice﻿,,,,,,,,,,,,
ham,I love this song!!!﻿,,,,,,,,,,,,
ham,*KATY YOU ARE A SHIT GO DIE!!!!!ROAR IS A FLOOOOOOOOOOOOOOOOOOOOP*﻿,,,,,,,,,,,,
ham, I love your music ﻿,,,,,,,,,,,,
ham,My 6th grade teacher looked exactly like Katy Perry come to think of it...﻿,,,,,,,,,,,,
spam,curti? click here ?  https://www.facebook.com/demiilovatofas?ref=hl   https://www.facebook.com/pages/Frases-Secretas/448800865296855?ref=hl﻿,,,,,,,,,,,,
spam,http://www.ermail.pl/dolacz/UnNfY2I=                  Please click on the  link﻿,,,,,,,,,,,,
spam,Come check out our parody of this!﻿,,,,,,,,,,,,
spam,Please subscribe to us and thank you﻿,,,,,,,,,,,,
spam,PLEASE VOTE FOR ME FOR THE WET SEAL MODEL 2015 CONTEST! MY INSTAGRAM  USERNAME IS destinyforever_  http://www.wetseal.com/modelsearch15/modelsearch15.html﻿,,,,,,,,,,,,
spam,SIMPLY PUT, OUR CUSTOMERS LOVE US... and so will you!https://www.facebook.com/greenleader﻿,,,,,,,,,,,
spam,https://binbox.io/DNCkM#qT4Q1JB1﻿,,,,,,,,,,,,
ham,Almost 1 Bil. What? Wow, GS sucks, in my opinion.﻿,,,,,,,,,,
ham,Katty is the best! ! ! ! ﻿,,,,,,,,,,,,
ham,That was very good I mean very very much good ﻿,,,,,,,,,,,,
ham,This song means so much to me thank you  soooooooooooooooooooooooooooooooooooooooo much:-) Xxx﻿,,,,,,,,,,,,
ham,&lt;3﻿,,,,,,,,,,,,
spam,KATY PERRY," I AM THE ""DÉCIO CABELO"""," ""DECIO HAIR"". I AM 60 YEARS OF AGE. I  DON""T HAVE FAMILY. I""M SINGLE. ALONE. HOMELESS. I WAS AN ALCOHOLIC: 15 AT  THE AGE OF 46. I AM AN INVISIBLE COMPOSER. MY DREAM IS TO RECORD MY SONGS.  COULD YOU HELP ME? PLEASE! PLEASE! I TRUST THAT THE YOU WILL GIVE ME A  CHANCE. I HAVE 109 VIDEOS IN THE YOUTUBE: deciocabelo canal. KATY PERRY", I  WAS BORN IN OCTOBER 25, TOO. THANK YOU VERY MUCH!!! DECIO HAIR.﻿,,,,,,,,
ham,Honestly speaking except taylor swift and adele i don't lile any of the  modern day singers. But i must say whenever i hear this song i feel  goosebumps. Its quite inspiring!! Thanks miss Perry!﻿,,,,,,,,,,,,
ham,who is going to reach the billion first : katy or taylor ?﻿,,,,,,,,,,,,
